River_ID,River_Name,Country,Continent,Population_2015,Population_2060,Waste_Generation_2015_tons,Waste_Generation_2060_tons,Plastic_Waste_2015_tons,Plastic_Waste_2060_tons,Mismanaged_Waste_2015_tons,Mismanaged_Waste_2060_tons,Plastic_to_River_2015_tons,Plastic_to_River_2060_tons,River_Length_km,Basin_Area_km2,Urbanization_2015_pct,Urbanization_2060_pct,GDP_per_capita_2015,GDP_per_capita_2060,Policy_Strength_2015,Policy_Strength_2060,Waste_Collection_Rate_2015,Waste_Collection_Rate_2060,Risk_Score_Change
696,River_695,Bangladesh,Asia,9566617,16481659,7672.253803418504,17009.913105921332,1577.2760505264225,3480.3603302756487,1046.3616937420297,1342.769770105044,237.78222384459008,352.39416504615565,814.3470840373512,408915.2069109695,27.33637116328097,35.07819916375446,23795.6208212075,54615.27435439829,0.38789890145640626,0.7432814809432181,0.860079132601669,0.9630438583176901,114.61194120156557
697,River_696,China,Asia,18667022,23689943,18488.92974622438,15969.844816410405,1977.361993660634,3892.5970591790533,908.5260875216843,991.6473837925695,278.2637595496706,295.73490646681967,1019.3347119319455,312654.75932277984,77.77855654186914,95.25158112857227,11857.0294709158,25596.20028235025,0.12813504025052402,0.43297658243604376,0.3953421940259556,0.48563311599999587,17.471146917149042
698,River_697,Brazil,South America,19023218,30609979,25320.132587248074,22192.653829157443,3217.9792766421756,6978.364593432842,2152.065331740224,3602.9431404196303,344.8114068629318,550.8190456953935,1522.0639433714896,80986.44343659352,32.636149557950496,41.87944063897882,12983.075122125494,24201.05383641801,0.8142945193475526,1.0,0.8396149725769595,1.0,206.00763883246168
699,River_698,Brazil,South America,16753946,26917838,19597.476108160674,37651.30299412782,2967.5073038723704,10301.71888532577,1436.3521609108352,5284.541285067958,276.89542085703863,1113.9530528838657,2211.420408952418,201673.08762126943,23.997325242047687,36.73808757717458,8976.325951272136,18615.939508588774,0.9510329247486061,1.0,0.5263331611088737,0.7399793611567388,837.057632026827
700,River_699,DR Congo,Africa,8410774,13879462,10189.267839661368,10376.784953285385,1948.3248425618197,1636.5978845829586,598.3679644322497,615.4461815115976,105.24583328834103,135.9152570254652,1824.3899276928607,447806.4585545696,65.64095081234233,71.36461265939045,9604.763753765308,14934.738735210756,0.3861324498271612,0.5501627134146418,0.26839287258341543,0.4486390082105156,30.669423737124163
701,River_700,Bangladesh,Asia,7106423,11986435,7218.251010993645,11710.66591116187,2052.647542917512,1841.5076424585052,1318.7277001652967,538.3226146671592,467.6484016802485,45.64930195520587,1471.5364610418242,444165.8515867245,48.41237881393343,64.61087892098432,20214.454637461182,43611.52296966907,0.9253297368745983,1.0,0.32118780741560904,0.383140573341229,-421.99909972504264
702,River_701,USA,North America,18449680,29928065,20775.765675252493,30400.791936156027,6086.271078869339,9029.013549305217,1976.4834829094832,4495.117668179807,211.9018909012259,955.575848352604,565.682948917014,348524.6623097413,38.58677399886777,56.68186861820124,8754.388996490781,17557.842946827954,0.2859275596539883,0.7528161777108596,0.7466971867197205,0.8575229058058713,743.6739574513781
703,River_702,Nigeria,Africa,15064577,17556930,10709.073967423185,14725.503039707139,3036.307740050949,2438.8663477832165,1429.9978570715841,1007.1529663093154,528.5385280378208,301.5658248405229,1895.8008815535977,485424.70429394575,67.22606795215242,86.67410756672368,17828.13278563915,23242.40216525984,0.4019201869926765,0.7605591005136647,0.4455029566179757,0.5638489361464203,-226.9727031972979
704,River_703,Brazil,South America,9628595,16883272,5151.123792428269,23117.102840277454,1259.6839147173466,7924.327519629369,846.8659568228941,4000.9376910316323,216.90153561487418,404.3623227482816,1385.8275098976571,382910.64496590727,73.74015275827358,90.58583289643181,5284.039912180822,10460.244239537566,0.332173459531357,0.4358557264876142,0.3401546550520662,0.41845981753542855,187.46078713340742
705,River_704,China,Asia,8931700,11441100,7008.68684871298,17847.390311608215,1232.2487109421359,2711.324278949958,509.5822334448075,671.6487955316883,66.67504829646221,46.59350104875707,1503.4857019296744,95484.51409129945,41.67456764246063,59.60483338441088,10896.284425008753,26046.464724398273,0.49793805339560626,0.7574726993315086,0.7252722489634911,0.7935660236554916,-20.08154724770514
706,River_705,DR Congo,Africa,15307994,19721437,16815.246004490848,15810.112697438917,1931.7209520085983,2437.623268448007,1314.751722961801,1194.0559358898201,446.9951341704338,352.52045578236385,2332.4903233629266,368719.68612012046,61.63922418915916,71.69197414318981,3048.422668980002,5931.740671569305,0.5762532950885922,1.0,0.5097995646631965,0.7325014707397136,-94.47467838806995
707,River_706,India,Asia,10773220,13183535,11765.049041591425,15030.768541969564,2338.6705522150473,3798.0435372572792,855.0067020395851,1463.7321481567774,240.85195215985888,252.29223915923833,1247.281178059061,39681.3371866999,31.44644912100318,41.26103951263569,10774.001351184712,21247.609290868986,0.8633451045230607,1.0,0.21056162114748647,0.3728709038414654,11.440286999379452
708,River_707,India,Asia,10474057,12641810,11802.72905966592,8515.754074839111,1628.0598655525118,1852.7792319878686,539.1288102358288,512.6264177557687,201.30042016514344,28.10463214261696,1650.9082142271873,192820.05652667728,60.358924365942265,74.18930017139333,5975.719481688785,13752.355489979574,0.4919403826093567,0.9209547901747454,0.48420877533175344,0.7803801638105632,-173.19578802252647
709,River_708,India,Asia,3186395,4652227,3102.5645554754265,6305.878808995816,856.4885497715755,2161.839129935578,368.1365614608232,1123.0361463837305,60.0775599462043,209.326735302893,490.62796360253793,174351.2835134191,75.88150203238756,83.07286252898385,15993.821930812313,31521.2728875845,0.12073835270898647,0.3511299702165114,0.594087053160686,0.6908817054078086,149.2491753566887
710,River_709,USA,North America,16200375,19484944,23817.21563696439,25907.30404587701,3573.568888810161,7638.353604755155,1894.027898951233,1861.2803866623844,290.65549104416283,112.2855279250914,2032.6332756029688,276300.6715450223,39.00491891901271,45.90009244943571,12359.12396102929,23270.2498780666,0.7019485009805053,1.0,0.5044618712851623,0.6559704229337546,-178.36996311907143
711,River_710,Brazil,South America,11878956,19179537,9389.256566047172,17328.303117267867,2409.2544090338924,3627.5287706973304,1265.1188324505301,1087.318826881037,436.5862015032501,84.40349124046719,2082.144267416078,301762.1704532933,31.21457208962464,44.345102872216415,7421.221502759841,12026.1453652369,0.35152804159688034,0.4768557403858087,0.8901731790809921,0.9480568361137982,-352.1827102627829
712,River_711,Indonesia,Asia,3956798,5380688,4534.531227197316,5145.273500409325,1064.4817916807651,1522.2142535464086,613.3768222652284,373.83267166358957,182.2146076785281,44.85875699442113,120.56335789486712,208000.50527258802,46.01258616822806,58.02019816851476,17768.192052072547,28455.705411904964,0.3152805131039226,0.4395014156004268,0.6807748511946071,0.8727313740445031,-137.35585068410697
713,River_712,Bangladesh,Asia,8964721,13381182,6494.270005035378,14856.147236034976,1325.9132945553113,3982.6470208088526,429.64107187341966,2346.419459012019,102.95561665345714,660.8290189853669,74.02988104924208,124531.63942201914,26.239734218800137,42.78397687912171,8343.063715070424,19127.643772762032,0.832385365715857,1.0,0.6660472624807839,0.8910871854990676,557.8734023319098
714,River_713,USA,North America,8212499,9565945,9958.514756837312,6405.182514379781,1984.4618612785334,1566.3321694713381,841.9702754500341,858.603881156059,127.24693452482286,118.58667271986758,1946.7201750561762,16180.734882248838,60.37702401478212,77.62298991020569,23340.562051535097,54597.90740866833,0.31938411683368517,0.6539297733628662,0.2541054452053261,0.3685729460923282,-8.660261804955283
715,River_714,Bangladesh,Asia,2128851,3239200,3148.446755804138,3126.0924263708503,603.2573979484129,939.3041453500147,372.25818384778603,275.4163942761836,141.06363750336203,73.49645684568709,94.60299260283648,65155.484821736354,49.765826384424045,61.680159096121784,17855.575948353468,23509.093913134282,0.6448553066971265,0.9914032791509595,0.36353371893463104,0.5491322100017308,-67.56718065767494
716,River_715,Nigeria,Africa,14948599,21342989,20753.5258853378,29169.416620401957,5445.4854944920735,9119.889871013116,3033.6084256388835,3494.795147432572,1090.2889572757852,983.7913147532305,108.32480598294038,26725.8817598594,77.52459781450624,86.68200702216916,21897.551271410757,37344.820892683936,0.1191000576093556,0.25127733769308935,0.3095555293563195,0.4220288280731607,-106.49764252255466
717,River_716,DR Congo,Africa,17895580,26586152,16297.672851139861,38238.62830006694,4827.213580312111,10669.366580453248,3136.505266460431,4689.123077435579,962.7076269859191,1041.1812318795185,1776.72811775865,161185.70852038817,54.53968377630274,68.45171753590967,8219.254854474184,13601.289328445933,0.7622467650167147,1.0,0.304447803574218,0.5638570507449361,78.47360489359937
718,River_717,Vietnam,Asia,1396181,1707275,1823.7051025683027,2541.162239399887,492.8704702540954,601.425481076452,297.4323228022586,143.75973581746982,33.334260962004215,34.25925377315492,1092.120422105275,497779.083105045,25.835252951331945,43.66966817436045,12259.585105460297,27894.17580836363,0.8171272821701449,1.0,0.40849500790027193,0.6959448462657727,0.9249928111507018
719,River_718,India,Asia,13970401,23502490,8319.871272561535,16716.410352278308,2331.766016853169,4315.549560347475,1369.9724768586934,1252.008063360924,205.33464017303487,323.94277038125546,928.6273472069596,228061.27694187523,21.67831383652154,32.46652484941603,19375.72629906197,43937.51552557791,0.6987547888825418,1.0,0.5543674866180105,0.7389498189329662,118.60813020822059
720,River_719,DR Congo,Africa,2008010,3330388,2146.50251749291,4972.957304030661,487.91912119452604,1431.5553882038994,276.6710694909624,543.6813695527647,84.88313970301742,36.65876924480867,2156.636106193375,389128.2595785148,34.71379749390073,51.23428430771196,809.7437343004531,1200.3807472845785,0.06513723867089594,0.47722800531805387,0.729111905824871,0.9825209117753286,-48.22437045820875
721,River_720,USA,North America,19348708,30706818,24650.658824341845,19742.523493142802,4575.094104983905,3443.93153598508,2161.6411699310916,1286.6195522535309,539.2505849945084,351.51431276293874,2022.4839814290192,318723.7017230595,73.12443937601185,88.3014686235812,20561.94653869534,39744.428916300145,0.5252182516309006,0.9148571487398546,0.21378251838302575,0.43637691129088163,-187.73627223156961
722,River_721,Vietnam,Asia,8546563,13672444,4587.7413827108085,13370.086661869183,1201.6040668908581,4568.848877060908,538.3971374859126,2451.085182445591,193.3615430069106,198.10062576856737,2122.181743460784,162800.69792366892,55.59426329392504,68.67869508427135,16744.819661534955,36212.414753396166,0.4408810976185801,0.8962054264782331,0.7666488950930928,1.0,4.739082761656761
723,River_722,Bangladesh,Asia,13933120,15692887,13825.227580846598,23514.936442979306,1909.1261069009793,8148.360372182675,1189.5311316567672,3943.251654606869,360.6039684836729,775.8602777884349,1815.6422919603735,211530.87255344092,70.71728648120778,86.16247582263699,19395.701253298954,43256.9455774856,0.09207004570890254,0.2143263547839977,0.7606901079393151,0.8755361131988767,415.25630930476206
724,River_723,Nigeria,Africa,16613329,22098770,22867.072388188793,31892.925894939242,6640.864992616248,9823.719708965093,3744.3768890071296,5330.682136653093,459.41034710962435,883.3348859889287,2473.677784606894,385030.4754960714,77.72452268223338,94.41903802423556,21934.608202332533,46468.21571108017,0.7605020044172398,1.0,0.846966390569893,1.0,423.92453887930435
725,River_724,Indonesia,Asia,679649,1121080,648.7817249806856,1224.679884770869,89.06078321001888,345.57895841634297,46.35582837489507,97.68451911286638,9.368487536222613,19.46069249360941,2315.9370258118547,460267.79881042434,37.27435426384898,53.30866893024725,19500.21747283333,43904.15521813042,0.57076228475148,0.6749654839913152,0.733173399812374,0.8098227622697115,10.092204957386798
726,River_725,Brazil,South America,17547463,19690543,22344.80294616107,12839.26578830459,2404.9872558784045,3029.598601636583,782.1741729463787,1562.2354848581062,202.48058973383203,89.45312841995079,149.2266818807028,306721.5963400002,68.3667090595043,79.9337020286259,14087.226452622797,31552.263978629566,0.6105061740418192,0.800410269105347,0.629136418108635,0.8362062828749384,-113.02746131388125
727,River_726,DR Congo,Africa,15934201,26759958,18036.837776975262,30960.402610793182,2285.1555340722516,6424.017985103554,1136.0658938014976,2912.093469537082,176.0552404580591,152.05953113986013,894.6624588097742,241952.85582356554,31.066010335808183,43.448492923636266,8792.903534947083,15753.511635908897,0.34745775057859396,0.698844890493314,0.2300279076955002,0.32275423018156857,-23.995709318198976
728,River_727,Nigeria,Africa,13257074,18685482,15315.002535232454,17570.28393230058,2519.4993588834755,4127.027377388721,902.5529575046751,2197.4587797334784,184.6707907707578,329.70097659588254,2240.4338011202544,248815.28321752252,52.65523456105178,72.00270643270825,22224.796387052236,31566.027693720935,0.47321502991810505,0.9617335208895232,0.4606564087600219,0.6035496858890719,145.03018582512473
729,River_728,DR Congo,Africa,2209572,2607352,2740.542737120276,3572.1516826298366,805.1785615727357,1088.3761850869055,319.93045291226497,235.14000839193895,126.57447390064544,31.77039527138817,814.3302789594309,453071.6496649419,55.10599391269917,63.329061520436184,22282.85794654787,55514.824005557464,0.08667856115083072,0.5315792124718256,0.47336098837907575,0.6543791000057518,-94.80407862925728
730,River_729,China,Asia,3336145,5550328,2133.142596049471,5653.922726706609,589.2968572428082,1481.9288856756573,266.2657501782788,324.95869507195357,80.32759873263981,96.39467212398502,2283.9011769580384,358930.7427091405,26.317571495356702,34.90917289636262,5077.800976605532,8439.813675173335,0.2355172277915355,0.4332930061802128,0.6317109547627839,0.7613866187531297,16.067073391345204
731,River_730,Bangladesh,Asia,2054201,3622630,2338.6624747848323,4896.552028562606,585.404830279518,1058.3434861619821,179.12404199837223,234.9725584569615,33.06953586749234,52.25455943049415,2271.3736896883165,479440.33283318236,21.550919830404407,41.402228514895974,8401.181849738998,19287.79535389208,0.18029546069678037,0.30545476373952407,0.46484879684388125,0.7295801439765546,19.185023563001806
732,River_731,Nigeria,Africa,9011707,13034876,8753.685208312214,20285.645670146358,1634.7119914190398,6230.236246673102,1106.3145824308142,3431.586290399258,179.88706900659292,597.121660707127,901.962466625018,200529.48887347055,41.648409574745074,59.04379772737013,11577.406850499963,21774.817275206908,0.9824473570470746,1.0,0.5415703478535241,0.7850857745900531,417.2345917005341
733,River_732,Brazil,South America,11801452,17839527,8608.120602779627,22212.65585839526,1437.3085962104199,7417.067291001048,807.0315823988833,2308.724410653969,195.2032438467841,604.0669348422945,871.8866803974863,263194.8445060382,60.780198395091354,77.09813847749248,4760.358289086249,9209.855642520248,0.9121999004962014,1.0,0.6593015297915508,0.9552167308315471,408.8636909955104
734,River_733,Bangladesh,Asia,1915689,2653161,1912.9480646756963,3006.8985794452233,443.6088957585231,476.0541275720723,261.104129522244,107.01144697935284,62.792036600457195,27.493143809043534,1155.4775175320708,75395.78463535564,79.10203070035757,97.44131263147153,19397.184014012844,33653.43698775399,0.1838457268892978,0.6604101994566983,0.5726457885619973,0.8357346536588686,-35.298892791413664
735,River_734,Indonesia,Asia,15087519,20137339,22413.1202274387,22590.73239894423,2871.9967128321405,4381.13223292217,1415.2559683233017,950.6547165453666,337.90679184003096,147.09975769650856,1959.3738500327431,178116.04028013162,78.95292569237597,86.66447448188951,14979.173781719304,19721.716303443274,0.733863983993982,1.0,0.7733970464261426,0.9623229316062178,-190.8070341435224
736,River_735,Indonesia,Asia,1673474,2611415,1193.461750433596,1871.7394497309308,218.49740905319513,350.6067615499669,74.5003376984877,112.52047106310931,26.682071167199577,6.108403145157655,766.9623202193303,212602.04042203166,50.6341849769172,58.357847602662034,24123.39489603176,47101.77180742576,0.5221105470570441,0.6256395826291805,0.540000765577205,0.7994184229410011,-20.57366802204192
737,River_736,Indonesia,Asia,3942043,5815125,5460.632220606763,4954.5721781854,962.3246534110787,1513.7630747873459,478.37116029786614,841.176350599469,97.5493493861908,119.7267684234721,2227.402683997232,232720.78977083848,50.967475052149204,60.958930782184396,7278.413583387507,14940.642109128186,0.11984066154120387,0.5715497180143676,0.7454421957355755,0.8431292616620262,22.177419037281297
738,River_737,India,Asia,11938036,18167817,8172.004078955884,15864.201501679016,1485.6482832457484,4598.215755355731,825.2618192848673,1898.5754159256862,272.76814675887505,454.679260600922,1563.754927452527,393708.0516090278,40.055802486752555,58.27454541159164,15565.297102147548,35318.78866657051,0.546279104790284,0.7336544027857561,0.579687090074816,0.722465006018963,181.91111384204697
739,River_738,Nigeria,Africa,9491094,16413539,11608.950292999649,10325.781206246278,1214.5276214132869,2615.546116809104,599.6137714420512,986.5751428465501,114.34822213668475,292.6770661268471,716.3689413092845,245530.06301384038,44.29358580938398,51.847327198810106,5464.161068569325,13080.07360194853,0.8582797228559551,1.0,0.8129638367366594,0.91526036925687,178.32884399016234
740,River_739,Bangladesh,Asia,6741404,11151718,4521.8274131039625,7100.387872586065,620.0100064840833,2151.4788585021142,286.4758896878081,1181.179549941982,73.74240687460835,65.62939266569768,1805.9483435247205,56006.22145189512,67.36277800771546,74.88431625479316,8963.436452235079,19626.814249735882,0.9542313574764216,1.0,0.780580154139255,0.8782782205082147,-8.11301420891067
741,River_740,Philippines,Asia,10804198,18268800,14119.69729341284,22375.54781814087,2172.6501930670906,4627.421218320333,759.5611100045434,2631.8063437694536,115.36172696474556,508.5219649999224,1481.6609716061766,185433.11515643916,41.15110766032731,56.17993393870151,10013.295559739207,15336.864257619329,0.39913170240003093,0.8221965334662493,0.8765349185918299,1.0,393.1602380351768
742,River_741,Indonesia,Asia,3755980,5578925,3032.178778145188,6324.282777930248,384.6603588961998,2128.285542790959,253.0328527025371,587.4038380445803,51.37409129413221,119.46219410184423,284.43120789947034,177929.34273695925,35.06673720914037,53.79948813989082,21386.510589085527,41784.59148620558,0.5203463368715742,0.9926366546897331,0.8526994480851706,1.0,68.08810280771203
743,River_742,Brazil,South America,1727295,3065816,1853.8826772514278,2302.535096556956,300.86384788896385,713.8937370928983,153.22773469086735,196.50591848728277,20.05056797038113,30.98772630875072,876.6660362817638,328302.75888850476,75.51481921706991,84.2307735036823,21453.231365429707,51414.82656118152,0.9020025994699015,1.0,0.7894760354904926,0.9878475368396602,10.937158338369589
744,River_743,Indonesia,Asia,15545128,19260206,15961.78280438915,21902.863800030507,3000.2428984710004,6666.759279859629,1520.1083482412123,2959.228989362351,482.06271156445433,166.47520097050037,1448.0782472353596,442213.04114295624,21.043324575526036,32.12105613254045,23192.572530042835,38478.81385206559,0.45872882420024086,0.951345381417966,0.33952670126540163,0.4058404985466531,-315.587510593954
745,River_744,Indonesia,Asia,304390,449308,439.6210016104264,453.7610862719998,103.71898763552723,156.82293413278447,65.54717713817129,72.70525340407,21.0274653719188,20.657075634140494,2401.3926557808736,484515.0970306759,57.53849769215132,68.30917244012987,3762.2516594293484,6400.389181497597,0.942955454735619,1.0,0.566561763444015,0.750813585092496,-0.3703897377783072
746,River_745,China,Asia,18279960,25937833,15781.707000078035,31892.313758132612,3705.0333537412416,6127.712094715448,2351.864540147393,1936.202833159729,366.90304568675464,293.52827828113016,1839.8721981987899,482763.6310414619,68.55687586228599,87.66210152733888,3944.8421998749063,5098.82625160216,0.5577047619066712,0.7738237551242849,0.7796384810784911,0.9976354489290726,-73.37476740562448
747,River_746,USA,North America,8596143,13522156,5140.695012602886,9834.007960869496,577.4709341305502,3434.1912107955613,262.651513497001,1931.1077636852615,49.3983650316364,460.18421847687944,586.7132099653282,249664.0301144769,69.47694435774677,86.72196034117302,19959.877575385526,45325.98254100867,0.21147228130587925,0.5043587903300338,0.5394100322180111,0.8120356540549892,410.78585344524305
748,River_747,Bangladesh,Asia,172264,286411,163.99675572180655,320.5201815783319,42.98033339848638,75.49539862319928,24.956089607884305,28.22327135222043,5.623127531594575,6.7750359737536945,478.35044289221736,169954.3999988452,33.450336604814105,43.836985749328065,6144.183147967588,12000.9863862293,0.7981708026178452,1.0,0.4551506751841547,0.7523407766577201,1.1519084421591197
749,River_748,Nigeria,Africa,548250,830920,310.9658090348125,1092.2789905688383,74.82699009887145,241.3862361876826,49.166649800990534,96.76509349376208,14.44169473544112,9.908225024449102,1072.4838211420001,431346.3525946143,32.77637285794057,43.63498852182761,8292.875338489182,11580.529709284598,0.28971791812753556,0.4828268315576223,0.846515541322929,1.0,-4.5334697109920175
750,River_749,Nigeria,Africa,15568701,18477990,14321.76555776068,14675.828132585662,2622.4857946486395,3329.4729236807266,1561.3143698954582,1696.9864799390464,440.4602052982147,94.4741401109834,2331.0045837239354,343430.4067681274,22.05172699527133,39.334220483483094,5406.520790590906,10558.867773606167,0.46663436995018714,0.7345698828922178,0.8227996040870782,0.9821399269777319,-345.9860651872313
751,River_750,USA,North America,5796098,7201778,4526.389924500457,8386.985110024605,519.6806975043078,2066.145371196363,342.10444059013804,568.7450229385133,68.20078894707724,84.76035017186346,1486.2407432417508,459707.8690166294,43.67235249454553,49.70964510471198,9024.796105059315,13059.882044708753,0.6517744788191033,0.7634793224860362,0.40435097975115136,0.5906443565593064,16.559561224786222
752,River_751,Brazil,South America,16836229,18904703,9585.138949871345,16212.0631557896,2001.1822824173548,4829.73945941413,1084.6432475883792,1723.498041628871,146.9661468018404,422.59018740252094,941.2758264176898,368290.953226912,50.77873051486051,66.85866131828789,22728.59425558801,54488.13112485529,0.5351067800006034,0.8397101259068589,0.38597492585198606,0.6699248837343089,275.62404060068053
753,River_752,Brazil,South America,11364605,13516082,10599.822936289464,9826.91134858338,2125.33166822901,2577.1576476120053,924.7367068803516,589.2935008915084,354.2213764294702,143.397665962075,2105.2586472375465,184067.32874882847,65.64986180116703,77.93045522870494,5426.545465948126,7389.600404495682,0.34505086932205686,0.5000717139121127,0.898788283342848,0.9610855309008535,-210.8237104673952
754,River_753,India,Asia,15749149,24259072,14469.60148216565,24707.64078213122,1558.1703758521928,5849.887079167304,887.2158618509056,2157.3966242918054,320.9262971923283,287.2373789364446,375.07101407408123,405967.7866738006,60.43687509971552,69.06416733452426,13643.055773034708,23498.90895598905,0.9388597764356578,1.0,0.31087248283089414,0.48640959599014044,-33.68891825588372
755,River_754,Indonesia,Asia,13765858,18343823,12545.13883664618,22064.77113152864,3763.0527522149346,5485.268693282866,1442.7461087837755,1454.3566271312732,162.60459089224923,275.89771859622226,1384.2016241476438,103411.72946337427,61.71976438715402,77.83637001159923,6847.906031861726,11280.75894279393,0.9904716723472566,1.0,0.7325611702292711,0.8957425268867562,113.29312770397303
756,River_755,China,Asia,18492479,24432927,25678.813348599284,28353.390598524747,5564.033252996684,6963.947401371522,2891.0152255448425,1944.5562102336596,763.401682323777,581.9926101511044,1436.8165536642514,23156.830337409137,67.78613866103959,78.7332700918904,4265.065638288266,9900.39343019059,0.19797325553496758,0.6662802114783809,0.5092575433098239,0.7449552519972489,-181.4090721726726
757,River_756,China,Asia,619071,792723,659.5603432581906,875.1390648805253,92.75529525378803,143.09483623807085,34.1870864729605,84.96292033760469,8.224185174044935,22.671197772176512,2129.443543338666,256248.259173974,62.40126250763261,70.2925426638233,17365.719270709254,26988.063503154604,0.8320620967541508,0.9655517499977148,0.7411970710196942,0.8161812976618491,14.447012598131577
758,River_757,Indonesia,Asia,6576480,8634544,7591.844875940978,9390.086274847066,1315.3678188742883,2620.663841024756,893.1468401666651,567.3944220741104,335.51584145969974,114.76710451535318,2027.9200368841782,192553.6017637045,48.31057849025682,66.34333976727429,10663.775260340666,20208.466611193155,0.020194923084332905,0.18363412541954982,0.6491805555823598,0.878424780848329,-220.74873694434655
759,River_758,India,Asia,19324020,22147665,18715.507574851687,27963.271173960653,4738.60994890276,6732.526167800758,2616.251072747624,2799.5880517738096,302.6786169719269,659.8661844022524,472.28669391916867,16870.960085686827,47.07007497730234,65.054638786525,4195.321222695202,5104.509398712457,0.10997923576541713,0.3554428814980598,0.6061203089939127,0.7043733424903859,357.18756743032554
760,River_759,Philippines,Asia,19040921,30985442,22770.344650430125,33695.7326723124,3940.2576531593168,7585.493175912337,1974.9683061231065,1751.6866470809375,601.7563298894413,241.51710015137422,600.659005949787,139885.20817882082,30.81765711717307,49.3411784000899,4641.419150882501,10897.142237227868,0.5722433959684513,1.0,0.5318449518338585,0.8137533817041269,-360.2392297380671
761,River_760,DR Congo,Africa,2476189,2897389,3237.6139768421754,2130.2757899648273,709.279224279873,465.5676895568941,276.8964766328608,212.19987547893533,65.65234644715272,31.83769835675773,1502.4874119859428,246142.54661651037,38.209052513093646,51.59497182957242,16902.715125492017,20869.801062601553,0.46587172890767536,0.5889450427410929,0.3304837898476778,0.5206109733671711,-33.814648090394996
762,River_761,Vietnam,Asia,11858876,13625383,10899.553249243354,16118.916422420001,1410.5545761258563,4885.4250491103285,843.0801526388994,2742.3669363228223,86.45433177267135,285.67527340052817,2076.6074499010383,335619.4453626408,73.66339122190945,79.52108603986345,15125.617160052849,29340.075421568792,0.03567441636053237,0.3410832471255258,0.6266642179169469,0.7244875114674737,199.2209416278568
763,River_762,India,Asia,6776147,10491123,6561.349561176615,15296.200617229195,1105.432246149514,3110.2060188299247,767.1107012814753,1755.5691862579145,83.38326361262025,426.045311312755,320.3201958717473,14715.112219856104,36.421730957980934,45.4619191438975,20573.309677500634,43694.98213997076,0.9816094273320143,1.0,0.4927788872792335,0.7175108025155377,342.66204770013474
764,River_763,Bangladesh,Asia,940720,1502423,1186.888885197805,2311.274981217195,145.66717228769016,672.481308102693,93.2739509113621,391.2169694212439,15.230776842848407,68.84724327239554,1717.3593767289804,124486.39702116739,56.02837179501644,64.89205353248643,8669.697003025358,15379.819719526311,0.529190098746567,0.8089364473966272,0.5452368638515503,0.6698840529236235,53.61646642954714
765,River_764,Philippines,Asia,11761228,19120424,10322.358318405466,28091.232525781426,1831.0887246145019,6179.16676128769,1280.4758874203815,2428.343387342115,437.36749166532263,610.1140250727299,2319.604875892989,43362.63217070152,36.27321658561054,52.78943795880705,14283.736563764842,27531.894014378006,0.1662153018702408,0.3786765075158127,0.5649338600017141,0.6842292011703693,172.74653340740724
766,River_765,Indonesia,Asia,7150305,8304573,4688.640981685558,11367.862260961252,1142.883602742928,1809.3855412618934,435.79709995822975,767.5090286128179,85.75979366107134,196.3383271452546,1973.22380377226,445898.69842109666,53.775873890306954,64.05702108744343,15348.585056530485,20196.86055178542,0.009586017741467612,0.11642342578960976,0.4852800565539513,0.5922994550797172,110.57853348418325
767,River_766,Brazil,South America,4771651,6588936,6181.976214247317,8984.701851845988,783.8729534155248,1506.7687368743073,519.9128114781364,624.108666905114,185.78579024516534,40.27858792918949,1339.963260477994,270173.83077354194,71.642121952529,78.10627192597461,6390.916310059778,11046.697615221861,0.8658414754199422,1.0,0.8949072337155395,1.0,-145.50720231597586
768,River_767,Brazil,South America,4437803,5029787,2873.9514848780045,4772.574239127861,764.4239799842003,1567.9397283203793,286.4554741783362,702.2263622802697,107.4805561453497,116.522480613255,303.68175128432074,229449.01139222784,42.54769413728343,56.21256407827353,11247.13776797404,13750.184959316903,0.9939977334136711,1.0,0.5315415288392267,0.8201958717152402,9.041924467905304
769,River_768,Philippines,Asia,3996998,4926165,5228.132335974447,4240.595937331397,1358.5062492354482,866.3821474939576,425.5861159938263,352.44936020557896,67.67071627000058,84.39807827983375,1620.939101418763,461877.731320981,66.97930143594415,74.69094075855506,20103.87679828751,40896.47538953471,0.6689516417606249,1.0,0.6016768484322581,0.7681777270205113,16.727362009833172
770,River_769,India,Asia,16543454,21873610,10844.438641572797,14739.064926178527,2685.852101115846,4554.837561598663,1245.561899574906,1632.3178787940087,481.1245768952296,455.6947229610007,621.5014596967559,390623.0162271538,57.362023773976404,64.675364860771,9240.890653620729,13221.079242323438,0.2951560388218386,0.6412765091311793,0.4626858297304077,0.611200709689372,-25.429853934228902
771,River_770,China,Asia,2611648,3853489,3243.908635169554,4994.684064145494,902.2468610060109,1464.7720429202216,630.8093965598143,497.1470295395905,220.71978059130197,111.5641214456389,1743.8967907767956,163591.96182765445,67.13610754538135,85.64174788059535,5854.437307253792,11785.836393125417,0.3921348291027752,0.887954076820726,0.5351829710821772,0.6422630145314129,-109.15565914566307
772,River_771,Bangladesh,Asia,7615588,11862701,4387.259303377376,14277.969702610395,1255.830827986333,4569.986279072779,410.7438538254833,2729.908502057481,127.17372220667505,247.2483756068115,80.41941846508756,86470.03550978353,70.29055524114432,75.61514511532178,6212.10893864312,13570.335041855242,0.5861105358981351,0.9992048200422119,0.7223053526787515,0.7849556994592027,120.07465340013644
